State Test English Language Arts (ELA) Results 2015 to 2017,,,,,,ELA Overall Performance Levels,,,,,,,,Reading Literary Text Subscores,,,,Reading Information Subscores,,,,Vocabulary Subscores,,,,,Writing Expression Subscores,,,,Writing Conventions Subscores,,
School ID,Year,Test Name,# Students Tested,,Overall ELA Mean Scale Score,% Did Not Meet,% Partially Met,% Approached,% Met,% Exceeded,% Met or Exceeded,Reading Mean Scale Score,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,Writing Mean Scale Score,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded
610107,2017,ELA/Literacy Grade 3,44,,716,31.8%,29.5%,18.2%,20.5%,0.0%,20.5%,35,,75.0%,9.1%,15.9%,,63.6%,18.2%,18.2%,,56.8%,20.5%,22.7%,28,,47.7%,29.5%,22.7%,,40.9%,27.3%,31.8%
610108,2017,ELA/Literacy Grade 3,44,,704,50.0%,22.7%,22.7%,4.5%,0.0%,4.5%,32,,84.1%,6.8%,9.1%,,81.8%,13.6%,4.5%,,77.3%,13.6%,9.1%,23,,65.9%,9.1%,25.0%,,79.5%,4.5%,15.9%
610109,2017,ELA/Literacy Grade 3,30,,753,0.0%,26.7%,13.3%,56.7%,3.3%,60.0%,49,,40.0%,16.7%,43.3%,,20.0%,23.3%,56.7%,,33.3%,23.3%,43.3%,37,,23.3%,16.7%,60.0%,,10.0%,13.3%,76.7%
610110,2017,ELA/Literacy Grade 3,35,,724,22.9%,31.4%,17.1%,28.6%,0.0%,28.6%,39,,51.4%,14.3%,34.3%,,62.9%,20.0%,17.1%,,60.0%,14.3%,25.7%,28,,51.4%,25.7%,22.9%,,48.6%,17.1%,34.3%
610111,2017,ELA/Literacy Grade 3,82,,736,20.7%,15.9%,24.4%,35.4%,3.7%,39.0%,42,,51.2%,19.5%,29.3%,,43.9%,28.0%,28.0%,,42.7%,19.5%,37.8%,33,,36.6%,24.4%,39.0%,,24.4%,15.9%,59.8%
610112,2017,ELA/Literacy Grade 3,64,,715,35.9%,23.4%,25.0%,15.6%,0.0%,15.6%,35,,67.2%,18.8%,14.1%,,62.5%,23.4%,14.1%,,62.5%,17.2%,20.3%,27,,56.3%,18.8%,25.0%,,50.0%,17.2%,32.8%
610115,2017,ELA/Literacy Grade 3,51,,707,47.1%,25.5%,9.8%,17.6%,0.0%,17.6%,34,,76.5%,5.9%,17.6%,,72.5%,11.8%,15.7%,,66.7%,13.7%,19.6%,23,,68.6%,15.7%,15.7%,,74.5%,3.9%,21.6%
610116,2017,ELA/Literacy Grade 3,28,,707,42.9%,35.7%,7.1%,14.3%,0.0%,14.3%,33,,75.0%,17.9%,7.1%,,57.1%,32.1%,10.7%,,67.9%,14.3%,17.9%,23,,71.4%,10.7%,17.9%,,71.4%,3.6%,25.0%
610117,2017,ELA/Literacy Grade 3,143,,722,26.6%,28.0%,23.8%,21.0%,0.7%,21.7%,37,,60.8%,21.0%,18.2%,,56.6%,28.7%,14.7%,,66.4%,13.3%,20.3%,29,,49.7%,20.3%,30.1%,,37.8%,28.7%,33.6%
610120,2017,ELA/Literacy Grade 3,144,,742,9.7%,18.8%,25.7%,44.4%,1.4%,45.8%,44,,43.8%,20.8%,35.4%,,34.0%,32.6%,33.3%,,44.4%,18.8%,36.8%,36,,20.1%,25.0%,54.9%,,18.8%,14.6%,66.7%
610121,2017,ELA/Literacy Grade 3,48,,725,16.7%,33.3%,29.2%,20.8%,0.0%,20.8%,39,,66.7%,20.8%,12.5%,,50.0%,27.1%,22.9%,,54.2%,18.8%,27.1%,30,,45.8%,22.9%,31.3%,,41.7%,20.8%,37.5%
610122,2017,ELA/Literacy Grade 3,81,,744,16.0%,21.0%,18.5%,37.0%,7.4%,44.4%,47,,43.2%,13.6%,43.2%,,39.5%,19.8%,40.7%,,42.0%,18.5%,39.5%,34,,30.9%,21.0%,48.1%,,33.3%,9.9%,56.8%
610123,2017,ELA/Literacy Grade 3,33,,716,39.4%,9.1%,24.2%,27.3%,0.0%,27.3%,39,,54.5%,12.1%,33.3%,,48.5%,33.3%,18.2%,,51.5%,12.1%,36.4%,22,,69.7%,15.2%,15.2%,,69.7%,12.1%,18.2%
610124,2017,ELA/Literacy Grade 3,38,,710,44.7%,28.9%,7.9%,18.4%,0.0%,18.4%,35,,68.4%,13.2%,18.4%,,60.5%,23.7%,15.8%,,76.3%,2.6%,21.1%,23,,71.1%,5.3%,23.7%,,76.3%,5.3%,18.4%
610125,2017,ELA/Literacy Grade 3,84,,722,27.4%,25.0%,23.8%,22.6%,1.2%,23.8%,39,,61.9%,13.1%,25.0%,,54.8%,22.6%,22.6%,,57.1%,22.6%,20.2%,28,,56.0%,17.9%,26.2%,,39.3%,19.0%,41.7%
610126,2017,ELA/Literacy Grade 3,69,,723,24.6%,29.0%,15.9%,30.4%,0.0%,30.4%,39,,62.3%,15.9%,21.7%,,56.5%,20.3%,23.2%,,53.6%,15.9%,30.4%,29,,44.9%,24.6%,30.4%,,42.0%,23.2%,34.8%
610127,2017,ELA/Literacy Grade 3,91,,733,18.7%,26.4%,23.1%,25.3%,6.6%,31.9%,44,,48.4%,24.2%,27.5%,,41.8%,22.0%,36.3%,,42.9%,17.6%,39.6%,29,,53.8%,13.2%,33.0%,,39.6%,17.6%,42.9%
610128,2017,ELA/Literacy Grade 3,27,,729,25.9%,18.5%,22.2%,29.6%,3.7%,33.3%,42,,55.6%,18.5%,25.9%,,51.9%,18.5%,29.6%,,40.7%,18.5%,40.7%,28,,59.3%,14.8%,25.9%,,59.3%,14.8%,25.9%
610129,2017,ELA/Literacy Grade 3,50,,726,22.0%,24.0%,24.0%,30.0%,0.0%,30.0%,40,,62.0%,16.0%,22.0%,,44.0%,28.0%,28.0%,,56.0%,30.0%,14.0%,29,,50.0%,18.0%,32.0%,,42.0%,14.0%,44.0%
610130,2017,ELA/Literacy Grade 3,47,,731,14.9%,27.7%,21.3%,36.2%,0.0%,36.2%,43,,51.1%,23.4%,25.5%,,42.6%,21.3%,36.2%,,44.7%,23.4%,31.9%,28,,46.8%,23.4%,29.8%,,46.8%,14.9%,38.3%
610131,2017,ELA/Literacy Grade 3,17,,721,29.4%,23.5%,29.4%,17.6%,0.0%,17.6%,38,,58.8%,29.4%,11.8%,,58.8%,17.6%,23.5%,,58.8%,5.9%,35.3%,28,,41.2%,41.2%,17.6%,,29.4%,41.2%,29.4%
610132,2017,ELA/Literacy Grade 3,32,,793,0.0%,3.1%,0.0%,71.9%,25.0%,96.9%,67,,3.1%,0.0%,96.9%,,3.1%,3.1%,93.8%,,6.3%,9.4%,84.4%,44,,6.3%,3.1%,90.6%,,0.0%,3.1%,96.9%
610133,2017,ELA/Literacy Grade 3,58,,703,44.8%,25.9%,19.0%,10.3%,0.0%,10.3%,33,,77.6%,8.6%,13.8%,,60.3%,27.6%,12.1%,,69.0%,19.0%,12.1%,21,,75.9%,13.8%,10.3%,,72.4%,10.3%,17.2%
610135,2017,ELA/Literacy Grade 3,98,,731,18.4%,21.4%,21.4%,36.7%,2.0%,38.8%,43,,48.0%,18.4%,33.7%,,38.8%,28.6%,32.7%,,40.8%,19.4%,39.8%,29,,42.9%,28.6%,28.6%,,39.8%,23.5%,36.7%
610136,2017,ELA/Literacy Grade 3,64,,766,1.6%,6.3%,28.1%,48.4%,15.6%,64.1%,54,,18.8%,29.7%,51.6%,,26.6%,18.8%,54.7%,,26.6%,15.6%,57.8%,40,,15.6%,17.2%,67.2%,,9.4%,6.3%,84.4%
610137,2017,ELA/Literacy Grade 3,75,,738,18.7%,17.3%,26.7%,29.3%,8.0%,37.3%,43,,45.3%,20.0%,34.7%,,45.3%,24.0%,30.7%,,46.7%,14.7%,38.7%,34,,32.0%,22.7%,45.3%,,24.0%,17.3%,58.7%
610138,2017,ELA/Literacy Grade 3,99,,750,12.1%,12.1%,27.3%,40.4%,8.1%,48.5%,49,,31.3%,21.2%,47.5%,,31.3%,22.2%,46.5%,,33.3%,19.2%,47.5%,35,,26.3%,20.2%,53.5%,,21.2%,25.3%,53.5%
610139,2017,ELA/Literacy Grade 3,39,,720,30.8%,17.9%,33.3%,17.9%,0.0%,17.9%,37,,64.1%,20.5%,15.4%,,64.1%,23.1%,12.8%,,51.3%,33.3%,15.4%,28,,53.8%,17.9%,28.2%,,35.9%,23.1%,41.0%
610141,2017,ELA/Literacy Grade 3,51,,765,13.7%,5.9%,11.8%,49.0%,19.6%,68.6%,54,,29.4%,9.8%,60.8%,,25.5%,17.6%,56.9%,,21.6%,11.8%,66.7%,38,,25.5%,9.8%,64.7%,,25.5%,9.8%,64.7%
610142,2017,ELA/Literacy Grade 3,60,,746,13.3%,15.0%,20.0%,46.7%,5.0%,51.7%,48,,33.3%,21.7%,45.0%,,30.0%,23.3%,46.7%,,33.3%,11.7%,55.0%,33,,40.0%,20.0%,40.0%,,21.7%,20.0%,58.3%
610143,2017,ELA/Literacy Grade 3,29,,714,34.5%,20.7%,24.1%,20.7%,0.0%,20.7%,35,,62.1%,20.7%,17.2%,,65.5%,24.1%,10.3%,,65.5%,17.2%,17.2%,27,,48.3%,24.1%,27.6%,,44.8%,20.7%,34.5%
610144,2017,ELA/Literacy Grade 3,95,,726,21.1%,32.6%,20.0%,23.2%,3.2%,26.3%,38,,63.2%,21.1%,15.8%,,52.6%,23.2%,24.2%,,60.0%,15.8%,24.2%,31,,41.1%,25.3%,33.7%,,36.8%,21.1%,42.1%
610145,2017,ELA/Literacy Grade 3,81,,739,21.0%,14.8%,16.0%,45.7%,2.5%,48.1%,45,,46.9%,19.8%,33.3%,,34.6%,25.9%,39.5%,,38.3%,18.5%,43.2%,32,,42.0%,21.0%,37.0%,,33.3%,7.4%,59.3%
610146,2017,ELA/Literacy Grade 3,21,,709,38.1%,14.3%,42.9%,4.8%,0.0%,4.8%,32,,66.7%,23.8%,9.5%,,61.9%,38.1%,0.0%,,76.2%,14.3%,9.5%,27,,57.1%,14.3%,28.6%,,52.4%,23.8%,23.8%
610147,2017,ELA/Literacy Grade 3,83,,739,15.7%,14.5%,32.5%,36.1%,1.2%,37.3%,45,,47.0%,21.7%,31.3%,,39.8%,26.5%,33.7%,,41.0%,28.9%,30.1%,33,,33.7%,19.3%,47.0%,,28.9%,20.5%,50.6%
610148,2017,ELA/Literacy Grade 3,115,,735,15.7%,22.6%,21.7%,38.3%,1.7%,40.0%,42,,46.1%,20.9%,33.0%,,37.4%,33.9%,28.7%,,51.3%,21.7%,27.0%,33,,39.1%,16.5%,44.3%,,27.8%,19.1%,53.0%
610152,2017,ELA/Literacy Grade 3,49,,717,28.6%,26.5%,26.5%,18.4%,0.0%,18.4%,37,,63.3%,14.3%,22.4%,,61.2%,22.4%,16.3%,,61.2%,24.5%,14.3%,27,,57.1%,16.3%,26.5%,,57.1%,10.2%,32.7%
610153,2017,ELA/Literacy Grade 3,44,,724,22.7%,31.8%,18.2%,27.3%,0.0%,27.3%,40,,52.3%,15.9%,31.8%,,56.8%,25.0%,18.2%,,45.5%,18.2%,36.4%,27,,56.8%,18.2%,25.0%,,50.0%,34.1%,15.9%
610155,2017,ELA/Literacy Grade 3,70,,773,2.9%,8.6%,8.6%,70.0%,10.0%,80.0%,57,,14.3%,12.9%,72.9%,,11.4%,22.9%,65.7%,,11.4%,15.7%,72.9%,41,,12.9%,11.4%,75.7%,,8.6%,4.3%,87.1%
610157,2017,ELA/Literacy Grade 3,210,,716,35.2%,26.2%,17.1%,19.5%,1.9%,21.4%,37,,64.8%,15.2%,20.0%,,60.5%,18.1%,21.4%,,63.3%,17.1%,19.5%,26,,61.4%,16.2%,22.4%,,54.3%,15.2%,30.5%
610158,2017,ELA/Literacy Grade 3,41,,747,4.9%,19.5%,19.5%,53.7%,2.4%,56.1%,50,,24.4%,31.7%,43.9%,,26.8%,22.0%,51.2%,,24.4%,24.4%,51.2%,33,,39.0%,29.3%,31.7%,,26.8%,22.0%,51.2%
610159,2017,ELA/Literacy Grade 3,79,,726,25.3%,22.8%,24.1%,25.3%,2.5%,27.8%,40,,55.7%,26.6%,17.7%,,45.6%,29.1%,25.3%,,57.0%,17.7%,25.3%,29,,44.3%,24.1%,31.6%,,44.3%,20.3%,35.4%
610165,2017,ELA/Literacy Grade 3,121,,717,29.8%,33.9%,17.4%,18.2%,0.8%,19.0%,37,,66.1%,19.0%,14.9%,,48.8%,30.6%,20.7%,,65.3%,14.0%,20.7%,26,,62.8%,12.4%,24.8%,,54.5%,15.7%,29.8%
610167,2017,ELA/Literacy Grade 3,87,,715,31.0%,32.2%,20.7%,16.1%,0.0%,16.1%,36,,70.1%,16.1%,13.8%,,57.5%,25.3%,17.2%,,64.4%,16.1%,19.5%,26,,58.6%,23.0%,18.4%,,55.2%,16.1%,28.7%
610170,2017,ELA/Literacy Grade 3,133,,741,16.5%,15.0%,26.3%,40.6%,1.5%,42.1%,44,,42.1%,21.8%,36.1%,,34.6%,25.6%,39.8%,,45.1%,16.5%,38.3%,34,,26.3%,24.1%,49.6%,,28.6%,14.3%,57.1%
610171,2017,ELA/Literacy Grade 3,71,,720,32.4%,22.5%,16.9%,28.2%,0.0%,28.2%,38,,66.2%,11.3%,22.5%,,54.9%,22.5%,22.5%,,59.2%,14.1%,26.8%,28,,54.9%,15.5%,29.6%,,49.3%,16.9%,33.8%
610172,2017,ELA/Literacy Grade 3,37,,696,67.6%,8.1%,16.2%,8.1%,0.0%,8.1%,28,,81.1%,5.4%,13.5%,,75.7%,16.2%,8.1%,,86.5%,2.7%,10.8%,22,,75.7%,10.8%,13.5%,,78.4%,5.4%,16.2%
610173,2017,ELA/Literacy Grade 3,35,,733,20.0%,17.1%,34.3%,28.6%,0.0%,28.6%,46,,40.0%,25.7%,34.3%,,31.4%,25.7%,42.9%,,37.1%,8.6%,54.3%,26,,57.1%,11.4%,31.4%,,57.1%,31.4%,11.4%
610174,2017,ELA/Literacy Grade 3,193,,721,35.2%,22.3%,19.2%,22.3%,1.0%,23.3%,38,,58.5%,19.7%,21.8%,,56.0%,20.7%,23.3%,,59.6%,18.7%,21.8%,27,,57.0%,18.7%,24.4%,,53.9%,17.1%,29.0%
610175,2017,ELA/Literacy Grade 3,51,,738,7.8%,27.5%,29.4%,33.3%,2.0%,35.3%,45,,31.4%,29.4%,39.2%,,35.3%,37.3%,27.5%,,41.2%,31.4%,27.5%,32,,41.2%,27.5%,31.4%,,31.4%,21.6%,47.1%
610176,2017,ELA/Literacy Grade 3,57,,716,31.6%,35.1%,17.5%,15.8%,0.0%,15.8%,35,,78.9%,10.5%,10.5%,,70.2%,21.1%,8.8%,,64.9%,24.6%,10.5%,28,,52.6%,19.3%,28.1%,,43.9%,31.6%,24.6%
610177,2017,ELA/Literacy Grade 3,143,,786,3.5%,2.8%,14.0%,46.2%,33.6%,79.7%,63,,12.6%,10.5%,76.9%,,8.4%,16.8%,74.8%,,9.1%,12.6%,78.3%,43,,13.3%,7.0%,79.7%,,7.0%,4.2%,88.8%
610178,2017,ELA/Literacy Grade 3,20,,698,60.0%,20.0%,15.0%,5.0%,0.0%,5.0%,30,,75.0%,20.0%,5.0%,,75.0%,20.0%,5.0%,,70.0%,15.0%,15.0%,21,,75.0%,15.0%,10.0%,,60.0%,15.0%,25.0%
610179,2017,ELA/Literacy Grade 3,101,,747,7.9%,24.8%,21.8%,40.6%,5.0%,45.5%,47,,31.7%,22.8%,45.5%,,32.7%,24.8%,42.6%,,34.7%,19.8%,45.5%,34,,35.6%,20.8%,43.6%,,22.8%,15.8%,61.4%
610180,2017,ELA/Literacy Grade 3,47,,695,70.2%,12.8%,8.5%,8.5%,0.0%,8.5%,29,,87.2%,4.3%,8.5%,,83.0%,8.5%,8.5%,,78.7%,12.8%,8.5%,20,,80.9%,4.3%,14.9%,,80.9%,6.4%,12.8%
610182,2017,ELA/Literacy Grade 3,26,,784,0.0%,7.7%,7.7%,65.4%,19.2%,84.6%,62,,15.4%,0.0%,84.6%,,7.7%,3.8%,88.5%,,11.5%,7.7%,80.8%,42,,7.7%,7.7%,84.6%,,3.8%,11.5%,84.6%
610183,2017,ELA/Literacy Grade 3,81,,703,46.9%,24.7%,18.5%,8.6%,1.2%,9.9%,33,,75.3%,14.8%,9.9%,,69.1%,16.0%,14.8%,,71.6%,13.6%,14.8%,21,,74.1%,14.8%,11.1%,,72.8%,17.3%,9.9%
610184,2017,ELA/Literacy Grade 3,60,,709,36.7%,35.0%,20.0%,8.3%,0.0%,8.3%,32,,78.3%,15.0%,6.7%,,68.3%,26.7%,5.0%,,83.3%,6.7%,10.0%,27,,55.0%,21.7%,23.3%,,55.0%,10.0%,35.0%
610185,2017,ELA/Literacy Grade 3,110,,731,21.8%,19.1%,21.8%,37.3%,0.0%,37.3%,42,,50.0%,19.1%,30.9%,,42.7%,31.8%,25.5%,,50.0%,15.5%,34.5%,31,,37.3%,21.8%,40.9%,,29.1%,22.7%,48.2%
610188,2017,ELA/Literacy Grade 3,28,,737,25.0%,21.4%,10.7%,39.3%,3.6%,42.9%,46,,46.4%,10.7%,42.9%,,46.4%,21.4%,32.1%,,39.3%,14.3%,46.4%,30,,46.4%,25.0%,28.6%,,39.3%,10.7%,50.0%
610191,2017,ELA/Literacy Grade 3,60,,767,3.3%,8.3%,13.3%,65.0%,10.0%,75.0%,55,,18.3%,30.0%,51.7%,,16.7%,20.0%,63.3%,,10.0%,26.7%,63.3%,40,,13.3%,16.7%,70.0%,,13.3%,16.7%,70.0%
610192,2017,ELA/Literacy Grade 3,74,,709,48.6%,24.3%,10.8%,16.2%,0.0%,16.2%,34,,70.3%,13.5%,16.2%,,74.3%,12.2%,13.5%,,68.9%,17.6%,13.5%,23,,70.3%,16.2%,13.5%,,66.2%,8.1%,25.7%
610193,2017,ELA/Literacy Grade 3,60,,708,43.3%,26.7%,16.7%,13.3%,0.0%,13.3%,33,,76.7%,15.0%,8.3%,,66.7%,25.0%,8.3%,,71.7%,25.0%,3.3%,25,,63.3%,18.3%,18.3%,,48.3%,31.7%,20.0%
610194,2017,ELA/Literacy Grade 3,33,,727,21.2%,21.2%,30.3%,27.3%,0.0%,27.3%,41,,54.5%,18.2%,27.3%,,42.4%,30.3%,27.3%,,42.4%,15.2%,42.4%,29,,48.5%,21.2%,30.3%,,45.5%,24.2%,30.3%
610195,2017,ELA/Literacy Grade 3,82,,744,19.5%,18.3%,13.4%,46.3%,2.4%,48.8%,46,,46.3%,8.5%,45.1%,,37.8%,15.9%,46.3%,,39.0%,12.2%,48.8%,34,,32.9%,24.4%,42.7%,,20.7%,22.0%,57.3%
610196,2017,ELA/Literacy Grade 3,47,,726,27.7%,25.5%,17.0%,27.7%,2.1%,29.8%,42,,51.1%,17.0%,31.9%,,46.8%,31.9%,21.3%,,46.8%,19.1%,34.0%,27,,57.4%,17.0%,25.5%,,55.3%,25.5%,19.1%
610197,2017,ELA/Literacy Grade 3,49,,726,18.4%,30.6%,28.6%,22.4%,0.0%,22.4%,40,,55.1%,26.5%,18.4%,,51.0%,30.6%,18.4%,,49.0%,22.4%,28.6%,29,,57.1%,20.4%,22.4%,,40.8%,28.6%,30.6%
610198,2017,ELA/Literacy Grade 3,44,,724,22.7%,29.5%,20.5%,27.3%,0.0%,27.3%,38,,54.5%,27.3%,18.2%,,54.5%,18.2%,27.3%,,63.6%,18.2%,18.2%,30,,45.5%,18.2%,36.4%,,47.7%,6.8%,45.5%
610199,2017,ELA/Literacy Grade 3,31,,722,38.7%,16.1%,19.4%,22.6%,3.2%,25.8%,40,,58.1%,6.5%,35.5%,,51.6%,32.3%,16.1%,,51.6%,29.0%,19.4%,24,,61.3%,16.1%,22.6%,,61.3%,9.7%,29.0%
610200,2017,ELA/Literacy Grade 3,27,,698,44.4%,37.0%,14.8%,3.7%,0.0%,3.7%,32,,77.8%,14.8%,7.4%,,74.1%,18.5%,7.4%,,74.1%,7.4%,18.5%,18,,92.6%,3.7%,3.7%,,85.2%,11.1%,3.7%
610201,2017,ELA/Literacy Grade 3,66,,753,4.5%,12.1%,30.3%,47.0%,6.1%,53.0%,49,,24.2%,27.3%,48.5%,,30.3%,19.7%,50.0%,,33.3%,21.2%,45.5%,37,,27.3%,22.7%,50.0%,,10.6%,18.2%,71.2%
610202,2017,ELA/Literacy Grade 3,38,,722,28.9%,23.7%,21.1%,26.3%,0.0%,26.3%,41,,50.0%,31.6%,18.4%,,47.4%,26.3%,26.3%,,47.4%,21.1%,31.6%,25,,65.8%,18.4%,15.8%,,57.9%,10.5%,31.6%
610203,2017,ELA/Literacy Grade 3,145,,722,30.3%,19.3%,26.9%,21.4%,2.1%,23.4%,38,,62.8%,12.4%,24.8%,,53.8%,24.1%,22.1%,,60.7%,13.8%,25.5%,28,,51.0%,18.6%,30.3%,,42.1%,14.5%,43.4%
610206,2017,ELA/Literacy Grade 3,131,,746,8.4%,17.6%,26.0%,45.0%,3.1%,48.1%,46,,42.0%,24.4%,33.6%,,29.8%,26.7%,43.5%,,38.2%,22.9%,38.9%,36,,23.7%,27.5%,48.9%,,22.1%,11.5%,66.4%
610207,2017,ELA/Literacy Grade 3,28,,729,17.9%,25.0%,21.4%,35.7%,0.0%,35.7%,41,,60.7%,17.9%,21.4%,,35.7%,35.7%,28.6%,,64.3%,7.1%,28.6%,30,,42.9%,17.9%,39.3%,,35.7%,7.1%,57.1%
610208,2017,ELA/Literacy Grade 3,42,,697,50.0%,33.3%,14.3%,2.4%,0.0%,2.4%,30,,83.3%,14.3%,2.4%,,78.6%,21.4%,0.0%,,76.2%,14.3%,9.5%,19,,83.3%,16.7%,0.0%,,76.2%,14.3%,9.5%
610209,2017,ELA/Literacy Grade 3,102,,720,29.4%,24.5%,20.6%,24.5%,1.0%,25.5%,38,,60.8%,15.7%,23.5%,,56.9%,25.5%,17.6%,,56.9%,17.6%,25.5%,27,,56.9%,18.6%,24.5%,,46.1%,17.6%,36.3%
610213,2017,ELA/Literacy Grade 3,62,,709,40.3%,29.0%,19.4%,11.3%,0.0%,11.3%,34,,74.2%,12.9%,12.9%,,64.5%,24.2%,11.3%,,71.0%,16.1%,12.9%,25,,62.9%,17.7%,19.4%,,59.7%,17.7%,22.6%
610216,2017,ELA/Literacy Grade 3,26,,729,26.9%,15.4%,26.9%,26.9%,3.8%,30.8%,42,,57.7%,7.7%,34.6%,,38.5%,26.9%,34.6%,,42.3%,19.2%,38.5%,27,,53.8%,19.2%,26.9%,,50.0%,7.7%,42.3%
610217,2017,ELA/Literacy Grade 3,59,,746,6.8%,23.7%,20.3%,47.5%,1.7%,49.2%,46,,40.7%,16.9%,42.4%,,30.5%,23.7%,45.8%,,42.4%,16.9%,40.7%,36,,20.3%,28.8%,50.8%,,16.9%,15.3%,67.8%
610218,2017,ELA/Literacy Grade 3,23,,710,34.8%,34.8%,17.4%,13.0%,0.0%,13.0%,35,,69.6%,17.4%,13.0%,,65.2%,21.7%,13.0%,,56.5%,34.8%,8.7%,24,,69.6%,17.4%,13.0%,,60.9%,21.7%,17.4%
610219,2017,ELA/Literacy Grade 3,83,,739,12.0%,24.1%,24.1%,36.1%,3.6%,39.8%,44,,50.6%,15.7%,33.7%,,45.8%,22.9%,31.3%,,41.0%,21.7%,37.3%,34,,25.3%,33.7%,41.0%,,30.1%,18.1%,51.8%
610220,2017,ELA/Literacy Grade 3,70,,757,4.3%,10.0%,31.4%,44.3%,10.0%,54.3%,54,,25.7%,17.1%,57.1%,,20.0%,22.9%,57.1%,,17.1%,15.7%,67.1%,34,,35.7%,17.1%,47.1%,,21.4%,20.0%,58.6%
610221,2017,ELA/Literacy Grade 3,30,,720,30.0%,16.7%,30.0%,23.3%,0.0%,23.3%,39,,56.7%,26.7%,16.7%,,60.0%,13.3%,26.7%,,43.3%,20.0%,36.7%,27,,50.0%,40.0%,10.0%,,36.7%,36.7%,26.7%
610223,2017,ELA/Literacy Grade 3,66,,692,59.1%,27.3%,10.6%,3.0%,0.0%,3.0%,28,,90.9%,4.5%,4.5%,,72.7%,24.2%,3.0%,,78.8%,12.1%,9.1%,20,,84.8%,10.6%,4.5%,,81.8%,13.6%,4.5%
610225,2017,ELA/Literacy Grade 3,29,,725,20.7%,34.5%,17.2%,27.6%,0.0%,27.6%,40,,65.5%,10.3%,24.1%,,62.1%,17.2%,20.7%,,58.6%,13.8%,27.6%,29,,41.4%,24.1%,34.5%,,48.3%,20.7%,31.0%
610226,2017,ELA/Literacy Grade 3,181,,724,26.0%,23.2%,23.2%,27.1%,0.6%,27.6%,39,,55.8%,20.4%,23.8%,,49.7%,23.2%,27.1%,,55.8%,15.5%,28.7%,28,,49.7%,23.8%,26.5%,,49.2%,18.2%,32.6%
610227,2017,ELA/Literacy Grade 3,126,,719,30.2%,24.6%,26.2%,17.5%,1.6%,19.0%,38,,65.1%,21.4%,13.5%,,49.2%,24.6%,26.2%,,54.8%,19.8%,25.4%,26,,63.5%,11.1%,25.4%,,57.9%,13.5%,28.6%
610228,2017,ELA/Literacy Grade 3,26,,719,30.8%,26.9%,19.2%,23.1%,0.0%,23.1%,37,,65.4%,15.4%,19.2%,,57.7%,30.8%,11.5%,,73.1%,15.4%,11.5%,27,,53.8%,11.5%,34.6%,,61.5%,11.5%,26.9%
610229,2017,ELA/Literacy Grade 3,74,,750,16.2%,13.5%,17.6%,37.8%,14.9%,52.7%,49,,33.8%,17.6%,48.6%,,33.8%,23.0%,43.2%,,27.0%,14.9%,58.1%,35,,31.1%,21.6%,47.3%,,29.7%,16.2%,54.1%
610230,2017,ELA/Literacy Grade 3,49,,768,0.0%,4.1%,14.3%,79.6%,2.0%,81.6%,57,,10.2%,16.3%,73.5%,,12.2%,20.4%,67.3%,,10.2%,22.4%,67.3%,40,,6.1%,28.6%,65.3%,,8.2%,8.2%,83.7%
610231,2017,ELA/Literacy Grade 3,92,,750,16.3%,20.7%,13.0%,31.5%,18.5%,50.0%,49,,37.0%,17.4%,45.7%,,33.7%,16.3%,50.0%,,37.0%,13.0%,50.0%,34,,37.0%,17.4%,45.7%,,30.4%,16.3%,53.3%
610234,2017,ELA/Literacy Grade 3,48,,709,35.4%,35.4%,20.8%,8.3%,0.0%,8.3%,32,,75.0%,18.8%,6.3%,,64.6%,31.3%,4.2%,,64.6%,16.7%,18.8%,26,,58.3%,27.1%,14.6%,,60.4%,18.8%,20.8%
610235,2017,ELA/Literacy Grade 3,118,,717,33.1%,28.0%,16.1%,22.9%,0.0%,22.9%,37,,61.9%,13.6%,24.6%,,59.3%,25.4%,15.3%,,55.9%,20.3%,23.7%,26,,56.8%,22.0%,21.2%,,56.8%,17.8%,25.4%
610237,2017,ELA/Literacy Grade 3,50,,706,54.0%,18.0%,16.0%,12.0%,0.0%,12.0%,33,,76.0%,16.0%,8.0%,,70.0%,20.0%,10.0%,,74.0%,12.0%,14.0%,23,,76.0%,4.0%,20.0%,,68.0%,12.0%,20.0%
610238,2017,ELA/Literacy Grade 3,35,,702,48.6%,34.3%,8.6%,8.6%,0.0%,8.6%,32,,88.6%,0.0%,11.4%,,60.0%,34.3%,5.7%,,74.3%,17.1%,8.6%,23,,82.9%,11.4%,5.7%,,80.0%,14.3%,5.7%
610239,2017,ELA/Literacy Grade 3,72,,705,44.4%,30.6%,15.3%,9.7%,0.0%,9.7%,33,,77.8%,11.1%,11.1%,,63.9%,25.0%,11.1%,,72.2%,13.9%,13.9%,22,,73.6%,13.9%,12.5%,,68.1%,13.9%,18.1%
